,Open,High,Low,Close,Adj Close,Volume,Date,company
64,27.67,28.23,27.378,27.92,27.470867,182700.0,2021-10-05T00:00:00,AAN
65,27.540001,27.879999,27.08,27.540001,27.096981,138400.0,2021-10-06T00:00:00,AAN
66,27.709999,28.23,27.66,28.200001,27.746363,147400.0,2021-10-07T00:00:00,AAN
67,28.27,28.299999,27.860001,27.950001,27.500387,92200.0,2021-10-08T00:00:00,AAN
68,27.99,28.209999,27.620001,27.620001,27.175694,69800.0,2021-10-11T00:00:00,AAN
69,27.75,27.969999,27.23,27.280001,26.841164,129000.0,2021-10-12T00:00:00,AAN
70,27.24,27.341,26.459999,26.84,26.408241,125100.0,2021-10-13T00:00:00,AAN
71,27.26,27.82,26.9,27.620001,27.175694,131900.0,2021-10-14T00:00:00,AAN
72,28.25,28.25,27.450001,27.48,27.037947,105700.0,2021-10-15T00:00:00,AAN
73,27.48,28.57,27.41,28.280001,27.825079,147700.0,2021-10-18T00:00:00,AAN
74,28.33,28.84,28.26,28.51,28.051376,134100.0,2021-10-19T00:00:00,AAN
75,28.469999,29.349001,28.469999,29.209999,28.740114,133700.0,2021-10-20T00:00:00,AAN
76,29.33,29.940001,29.209999,29.48,29.005772,140500.0,2021-10-21T00:00:00,AAN
77,29.639999,30.440001,29.23,30.299999,29.812582,232000.0,2021-10-22T00:00:00,AAN
78,30.52,31.690001,29.84,31.040001,30.540678,312900.0,2021-10-25T00:00:00,AAN
79,29.950001,30.049999,24.0,24.24,23.850067,1351200.0,2021-10-26T00:00:00,AAN
80,23.76,24.110001,22.264,23.200001,22.826796,663000.0,2021-10-27T00:00:00,AAN
81,23.450001,23.82,22.889999,23.110001,22.738245,393600.0,2021-10-28T00:00:00,AAN
82,23.030001,23.77,23.030001,23.389999,23.013739,254700.0,2021-10-29T00:00:00,AAN
83,23.42,25.43,23.4,25.309999,24.902853,302600.0,2021-11-01T00:00:00,AAN
84,25.379999,25.66,24.889999,25.59,25.178349,260600.0,2021-11-02T00:00:00,AAN
85,25.379999,26.690001,25.26,26.58,26.152424,252100.0,2021-11-03T00:00:00,AAN
86,26.280001,26.700001,24.889999,25.200001,24.794624,317500.0,2021-11-04T00:00:00,AAN
87,25.549999,26.190001,25.35,25.6,25.188189,214600.0,2021-11-05T00:00:00,AAN
88,26.68,27.42,26.468,26.93,26.496792,301100.0,2021-11-08T00:00:00,AAN
89,26.35,27.1,26.094,26.389999,25.965481,234200.0,2021-11-09T00:00:00,AAN
90,26.299999,27.0,25.959999,26.129999,25.709661,183600.0,2021-11-10T00:00:00,AAN
91,26.16,26.639999,26.16,26.540001,26.113068,131500.0,2021-11-11T00:00:00,AAN
92,26.6,26.76,26.115,26.27,25.84741,77400.0,2021-11-12T00:00:00,AAN
93,26.4,26.4,25.620001,25.75,25.335775,117100.0,2021-11-15T00:00:00,AAN
94,25.469999,25.731001,25.174999,25.23,24.824141,147000.0,2021-11-16T00:00:00,AAN
95,25.389999,25.389999,24.834999,25.08,24.676552,142900.0,2021-11-17T00:00:00,AAN
96,24.98,25.68,24.82,25.65,25.237383,209400.0,2021-11-18T00:00:00,AAN
97,25.4,25.49,24.75,25.26,24.853659,168900.0,2021-11-19T00:00:00,AAN
98,25.5,26.360001,25.040001,25.43,25.020924,298900.0,2021-11-22T00:00:00,AAN
99,25.190001,26.120001,25.09,25.16,24.755266,162800.0,2021-11-23T00:00:00,AAN
100,24.75,25.379999,24.139999,24.92,24.519127,191200.0,2021-11-24T00:00:00,AAN
101,24.02,24.440001,23.549999,24.059999,23.67296,192400.0,2021-11-26T00:00:00,AAN
102,24.360001,24.73,23.940001,24.1,23.712318,348900.0,2021-11-29T00:00:00,AAN
103,23.5,23.555,22.139999,22.200001,21.842884,414400.0,2021-11-30T00:00:00,AAN
104,22.82,23.200001,21.85,21.889999,21.537867,308500.0,2021-12-01T00:00:00,AAN
105,22.120001,22.959999,22.120001,22.85,22.482426,219400.0,2021-12-02T00:00:00,AAN
106,23.0,23.25,22.66,22.809999,22.443069,267100.0,2021-12-03T00:00:00,AAN
107,23.34,24.129999,22.860001,23.85,23.466339,367700.0,2021-12-06T00:00:00,AAN
108,24.110001,24.299999,23.5,23.870001,23.486019,255200.0,2021-12-07T00:00:00,AAN
109,23.98,24.65,23.73,24.6,24.204275,181600.0,2021-12-08T00:00:00,AAN
110,24.49,24.91,24.309999,24.379999,23.987814,162400.0,2021-12-09T00:00:00,AAN
111,24.4,24.620001,23.98,24.35,23.958298,213600.0,2021-12-10T00:00:00,AAN
112,24.200001,24.292999,23.459999,23.620001,23.24004,249500.0,2021-12-13T00:00:00,AAN
113,23.299999,24.16,23.25,23.559999,23.181005,349500.0,2021-12-14T00:00:00,AAN
114,23.32,23.76,22.690001,23.719999,23.437912,367000.0,2021-12-15T00:00:00,AAN
115,23.940001,24.219999,23.440001,23.549999,23.269934,362900.0,2021-12-16T00:00:00,AAN
116,23.549999,24.18,23.129999,24.049999,23.763988,856000.0,2021-12-17T00:00:00,AAN
117,23.65,23.68,22.950001,23.450001,23.171124,228200.0,2021-12-20T00:00:00,AAN
118,23.84,24.5,23.84,24.219999,23.931967,166000.0,2021-12-21T00:00:00,AAN
119,24.200001,24.549999,23.91,24.530001,24.238281,116100.0,2021-12-22T00:00:00,AAN
120,24.83,24.85,24.49,24.49,24.198755,119500.0,2021-12-23T00:00:00,AAN
121,24.540001,24.98,24.120001,24.82,24.52483,126200.0,2021-12-27T00:00:00,AAN
122,24.610001,25.299999,24.610001,24.76,24.465546,113600.0,2021-12-28T00:00:00,AAN
123,24.700001,24.969999,24.59,24.790001,24.495188,108600.0,2021-12-29T00:00:00,AAN
124,24.700001,25.040001,24.43,24.440001,24.149351,121900.0,2021-12-30T00:00:00,AAN
125,24.549999,24.780001,24.33,24.65,24.356853,177800.0,2021-12-31T00:00:00,AAN
126,24.809999,25.719999,24.780001,25.15,24.850908,138200.0,2022-01-03T00:00:00,AAN
127,25.209999,25.549999,25.0,25.360001,25.058411,144400.0,2022-01-04T00:00:00,AAN
128,25.450001,25.959999,24.091,24.290001,24.001135,239600.0,2022-01-05T00:00:00,AAN
129,24.139999,24.67,24.07,24.42,24.129589,133100.0,2022-01-06T00:00:00,AAN
130,24.120001,24.535,23.67,23.74,23.457676,176400.0,2022-01-07T00:00:00,AAN
131,23.48,23.719999,22.870001,23.48,23.200766,230800.0,2022-01-10T00:00:00,AAN
132,23.42,23.530001,22.791,23.08,22.805525,143600.0,2022-01-11T00:00:00,AAN
133,23.059999,23.344,22.715,22.870001,22.598022,197600.0,2022-01-12T00:00:00,AAN
134,23.15,23.42,22.82,22.9,22.627665,183200.0,2022-01-13T00:00:00,AAN
135,22.559999,23.094999,22.559999,22.959999,22.686951,192400.0,2022-01-14T00:00:00,AAN
136,22.76,23.004999,21.959999,22.01,21.748249,202000.0,2022-01-18T00:00:00,AAN
137,22.01,22.450001,21.540001,21.65,21.39253,182900.0,2022-01-19T00:00:00,AAN
138,21.74,22.530001,21.389999,21.469999,21.21467,148600.0,2022-01-20T00:00:00,AAN
139,21.33,22.24,21.0,21.32,21.066454,259300.0,2022-01-21T00:00:00,AAN
140,20.799999,22.67,20.671,22.530001,22.262066,303400.0,2022-01-24T00:00:00,AAN
141,22.219999,22.49,21.6,22.24,21.975513,259300.0,2022-01-25T00:00:00,AAN
142,22.59,22.719999,21.198,21.42,21.165266,181800.0,2022-01-26T00:00:00,AAN
143,21.42,21.58,20.490999,20.719999,20.473589,193300.0,2022-01-27T00:00:00,AAN
144,20.879999,20.940001,20.09,20.76,20.513115,422600.0,2022-01-28T00:00:00,AAN
145,20.48,21.209999,20.1,21.17,20.91824,508200.0,2022-01-31T00:00:00,AAN
146,21.1,22.25,20.76,22.190001,21.926109,318000.0,2022-02-01T00:00:00,AAN
147,22.190001,22.34,20.549999,20.92,20.671211,610200.0,2022-02-02T00:00:00,AAN
148,20.91,21.610001,20.91,21.309999,21.056572,350500.0,2022-02-03T00:00:00,AAN
149,21.17,21.290001,20.25,20.77,20.522997,356700.0,2022-02-04T00:00:00,AAN
150,20.65,21.559999,20.65,21.18,20.92812,210900.0,2022-02-07T00:00:00,AAN
151,21.200001,21.92,21.08,21.870001,21.609915,177500.0,2022-02-08T00:00:00,AAN
152,21.870001,22.129999,21.139999,22.059999,21.797653,357900.0,2022-02-09T00:00:00,AAN
153,21.59,22.021999,20.83,20.969999,20.720617,175300.0,2022-02-10T00:00:00,AAN
154,21.120001,21.245001,20.565001,20.85,20.602045,201800.0,2022-02-11T00:00:00,AAN
155,20.700001,21.35,20.4,20.959999,20.710735,324600.0,2022-02-14T00:00:00,AAN
156,21.110001,21.709999,20.98,21.620001,21.362888,173100.0,2022-02-15T00:00:00,AAN
157,21.58,21.84,21.200001,21.440001,21.185028,169600.0,2022-02-16T00:00:00,AAN
158,21.110001,21.438999,20.969999,21.16,20.908356,260000.0,2022-02-17T00:00:00,AAN
159,21.0,21.629999,20.889999,21.02,20.770023,138800.0,2022-02-18T00:00:00,AAN
160,20.940001,21.690001,20.58,20.620001,20.374781,217300.0,2022-02-22T00:00:00,AAN
161,20.540001,20.540001,19.58,20.030001,19.791798,429700.0,2022-02-23T00:00:00,AAN
162,19.42,20.620001,18.257999,20.23,19.989418,784300.0,2022-02-24T00:00:00,AAN
163,20.23,21.59,20.23,21.450001,21.19491,284500.0,2022-02-25T00:00:00,AAN
164,21.17,21.527,20.67,20.99,20.740379,319800.0,2022-02-28T00:00:00,AAN
165,20.950001,21.08,20.309999,20.719999,20.473589,267300.0,2022-03-01T00:00:00,AAN
166,20.82,21.379999,20.74,21.049999,20.799665,169500.0,2022-03-02T00:00:00,AAN
167,22.0,22.65,21.559999,22.540001,22.271946,254600.0,2022-03-03T00:00:00,AAN
168,22.389999,22.5,21.551001,22.370001,22.103968,238000.0,2022-03-04T00:00:00,AAN
169,22.540001,22.57,21.51,21.66,21.402411,314100.0,2022-03-07T00:00:00,AAN
170,21.52,22.780001,21.459999,21.84,21.580271,206700.0,2022-03-08T00:00:00,AAN
171,22.49,22.65,22.040001,22.299999,22.0348,202500.0,2022-03-09T00:00:00,AAN
172,21.68,22.08,20.719999,21.65,21.39253,360600.0,2022-03-10T00:00:00,AAN
173,21.82,22.299999,21.08,21.84,21.580271,318200.0,2022-03-11T00:00:00,AAN
174,21.75,22.709999,21.57,21.780001,21.520985,242400.0,2022-03-14T00:00:00,AAN
175,21.870001,22.52,21.469999,22.0,21.738369,235900.0,2022-03-15T00:00:00,AAN
176,21.99,22.85,21.91,22.469999,22.317408,221400.0,2022-03-16T00:00:00,AAN
177,22.190001,23.200001,22.190001,23.129999,22.972927,211100.0,2022-03-17T00:00:00,AAN
178,22.93,23.629999,22.440001,23.18,23.022589,1721200.0,2022-03-18T00:00:00,AAN
179,23.15,23.209999,21.9,22.02,21.870466,243300.0,2022-03-21T00:00:00,AAN
180,22.51,23.02,22.299999,22.58,22.426662,343000.0,2022-03-22T00:00:00,AAN
181,22.200001,22.26,21.07,21.16,21.016304,232000.0,2022-03-23T00:00:00,AAN
182,21.24,21.485001,21.030001,21.4,21.254675,318300.0,2022-03-24T00:00:00,AAN
183,21.530001,22.15,21.33,21.889999,21.741346,238400.0,2022-03-25T00:00:00,AAN
184,21.790001,22.01,21.459999,21.92,21.771145,204200.0,2022-03-28T00:00:00,AAN
185,22.1,22.49,21.669001,22.049999,21.900261,228300.0,2022-03-29T00:00:00,AAN
186,21.92,22.110001,20.74,20.75,20.609089,320000.0,2022-03-30T00:00:00,AAN
187,20.83,20.950001,19.84,20.08,19.94364,345700.0,2022-03-31T00:00:00,AAN
188,20.51,20.559999,19.98,20.15,20.013163,332000.0,2022-04-01T00:00:00,AAN
189,20.15,21.040001,19.969999,20.950001,20.807732,248300.0,2022-04-04T00:00:00,AAN
190,20.93,21.48,20.809999,20.860001,20.718344,348700.0,2022-04-05T00:00:00,AAN
191,20.620001,20.74,19.620001,20.15,20.013163,277000.0,2022-04-06T00:00:00,AAN
192,20.280001,21.08,20.1,20.83,20.688545,319600.0,2022-04-07T00:00:00,AAN
193,20.67,21.504999,20.450001,21.040001,20.897121,291600.0,2022-04-08T00:00:00,AAN
194,21.030001,21.9,21.030001,21.26,21.115625,297000.0,2022-04-11T00:00:00,AAN
195,21.620001,22.23,21.15,21.219999,21.075897,215000.0,2022-04-12T00:00:00,AAN
196,21.1,21.719999,20.92,21.530001,21.383793,177300.0,2022-04-13T00:00:00,AAN
197,21.559999,21.825001,21.32,21.379999,21.23481,148100.0,2022-04-14T00:00:00,AAN
198,21.26,21.59,21.075001,21.200001,21.056034,140600.0,2022-04-18T00:00:00,AAN
199,21.299999,22.18,20.93,22.040001,21.890329,139700.0,2022-04-19T00:00:00,AAN
200,22.15,22.43,21.5,21.57,21.423521,166500.0,2022-04-20T00:00:00,AAN
201,21.75,21.75,20.950001,21.049999,20.907051,219100.0,2022-04-21T00:00:00,AAN
202,20.860001,20.99,20.42,20.48,20.340923,206000.0,2022-04-22T00:00:00,AAN
203,20.26,20.549999,19.700001,20.530001,20.390583,205400.0,2022-04-25T00:00:00,AAN
204,20.639999,21.629999,19.110001,19.73,19.596016,322700.0,2022-04-26T00:00:00,AAN
205,19.959999,20.450001,19.299999,19.51,19.37751,367600.0,2022-04-27T00:00:00,AAN
206,19.57,20.84,19.299999,20.66,20.519701,289400.0,2022-04-28T00:00:00,AAN
207,20.370001,21.139999,20.370001,20.530001,20.390583,255400.0,2022-04-29T00:00:00,AAN
208,20.629999,21.360001,20.43,21.34,21.195084,217900.0,2022-05-02T00:00:00,AAN
209,21.48,21.59,20.950001,21.32,21.175219,155700.0,2022-05-03T00:00:00,AAN
210,21.4,21.799999,20.860001,21.66,21.512909,320000.0,2022-05-04T00:00:00,AAN
211,21.389999,21.5,20.504999,21.08,20.936848,178200.0,2022-05-05T00:00:00,AAN
212,20.84,21.02,20.200001,20.26,20.122417,153000.0,2022-05-06T00:00:00,AAN
213,19.9,20.379999,19.85,20.09,19.953571,226500.0,2022-05-09T00:00:00,AAN
214,20.190001,20.290001,19.09,19.35,19.218597,278900.0,2022-05-10T00:00:00,AAN
215,19.51,19.860001,18.860001,19.09,18.960361,292800.0,2022-05-11T00:00:00,AAN
216,18.99,20.120001,18.98,19.99,19.85425,267400.0,2022-05-12T00:00:00,AAN
217,20.15,20.389999,19.73,19.99,19.85425,179900.0,2022-05-13T00:00:00,AAN
218,19.700001,20.17,19.17,19.889999,19.754929,204600.0,2022-05-16T00:00:00,AAN
219,20.309999,20.92,19.99,20.860001,20.718344,232800.0,2022-05-17T00:00:00,AAN
220,20.389999,20.66,19.26,19.620001,19.486763,338300.0,2022-05-18T00:00:00,AAN
221,19.18,19.719999,19.040001,19.049999,18.920633,223700.0,2022-05-19T00:00:00,AAN
222,19.120001,19.440001,17.26,18.17,18.04661,316400.0,2022-05-20T00:00:00,AAN
223,18.309999,18.35,17.68,17.99,17.867832,442500.0,2022-05-23T00:00:00,AAN
224,17.950001,18.0,17.27,17.66,17.540073,348200.0,2022-05-24T00:00:00,AAN
225,17.51,18.924999,17.379999,18.52,18.394234,341800.0,2022-05-25T00:00:00,AAN
226,18.889999,19.365,18.59,18.639999,18.513418,370800.0,2022-05-26T00:00:00,AAN
227,18.65,18.879999,18.370001,18.83,18.702127,212500.0,2022-05-27T00:00:00,AAN
228,18.959999,19.620001,18.51,19.559999,19.42717,374700.0,2022-05-31T00:00:00,AAN
229,19.559999,20.040001,17.9,17.950001,17.828104,272000.0,2022-06-01T00:00:00,AAN
230,17.92,18.559999,17.639999,18.52,18.394234,256600.0,2022-06-02T00:00:00,AAN
231,18.440001,18.49,17.985001,18.469999,18.344572,177500.0,2022-06-03T00:00:00,AAN
232,18.700001,18.93,18.190001,18.91,18.781584,195600.0,2022-06-06T00:00:00,AAN
233,18.41,19.360001,18.129999,19.280001,19.149073,381400.0,2022-06-07T00:00:00,AAN
234,19.17,19.445,18.780001,19.08,18.95043,173000.0,2022-06-08T00:00:00,AAN
235,19.030001,19.094999,18.709999,18.73,18.602806,173000.0,2022-06-09T00:00:00,AAN
236,18.309999,18.6,17.959999,17.959999,17.838036,231600.0,2022-06-10T00:00:00,AAN
237,17.5,17.778999,16.98,17.139999,17.023603,248500.0,2022-06-13T00:00:00,AAN
238,17.16,17.309999,16.440001,16.639999,16.526999,347400.0,2022-06-14T00:00:00,AAN
239,16.6,17.045,16.34,16.49,16.49,334100.0,2022-06-15T00:00:00,AAN
240,15.65,15.78,14.83,15.61,15.61,543200.0,2022-06-16T00:00:00,AAN
241,15.75,16.02,15.45,15.68,15.68,664700.0,2022-06-17T00:00:00,AAN
242,15.88,15.88,15.15,15.17,15.17,348200.0,2022-06-21T00:00:00,AAN
243,14.97,15.44,14.53,15.32,15.32,453800.0,2022-06-22T00:00:00,AAN
244,15.28,15.75,15.28,15.75,15.75,325100.0,2022-06-23T00:00:00,AAN
245,15.78,16.379999,15.76,16.18,16.18,706100.0,2022-06-24T00:00:00,AAN
246,16.370001,16.549,15.907,16.08,16.08,264000.0,2022-06-27T00:00:00,AAN
247,16.200001,16.41,15.31,15.34,15.34,166700.0,2022-06-28T00:00:00,AAN
248,15.08,15.08,14.455,14.79,14.79,448200.0,2022-06-29T00:00:00,AAN
249,14.5,14.74,14.17,14.55,14.55,236800.0,2022-06-30T00:00:00,AAN
250,14.46,14.84,14.34,14.75,14.75,218500.0,2022-07-01T00:00:00,AAN
251,14.58,15.37,14.26,15.37,15.37,413100.0,2022-07-05T00:00:00,AAN
252,15.2,15.44,14.43,14.69,14.69,193252.0,2022-07-06T00:00:00,AAN
