,Open,High,Low,Close,Adj Close,Volume,Date,company
0,49.98,50.23,48.25,48.880001,48.259129,381300.0,2021-07-06T00:00:00,ABCB
1,48.279999,49.189999,47.849998,48.400002,47.785225,474200.0,2021-07-07T00:00:00,ABCB
2,47.150002,47.939999,46.380001,47.639999,47.034878,622300.0,2021-07-08T00:00:00,ABCB
3,48.759998,49.93,48.279999,49.84,49.206936,436800.0,2021-07-09T00:00:00,ABCB
4,49.099998,49.889999,48.66,49.810001,49.177315,418600.0,2021-07-12T00:00:00,ABCB
5,49.610001,49.759998,48.310001,48.540001,47.92345,324700.0,2021-07-13T00:00:00,ABCB
6,48.77,49.400002,47.52,47.82,47.212589,290900.0,2021-07-14T00:00:00,ABCB
7,47.330002,48.599998,47.330002,48.540001,47.92345,292600.0,2021-07-15T00:00:00,ABCB
8,48.919998,48.919998,47.02,47.16,46.560978,284400.0,2021-07-16T00:00:00,ABCB
9,45.630001,46.150002,44.919998,45.580002,45.001045,472200.0,2021-07-19T00:00:00,ABCB
10,45.490002,47.98,45.400002,46.52,45.929104,498900.0,2021-07-20T00:00:00,ABCB
11,47.09,47.970001,47.080002,47.48,46.876907,327200.0,2021-07-21T00:00:00,ABCB
12,47.43,47.43,45.450001,45.700001,45.119526,294800.0,2021-07-22T00:00:00,ABCB
13,45.689999,46.290001,45.060001,45.970001,45.386093,405000.0,2021-07-23T00:00:00,ABCB
14,46.380001,47.369999,46.119999,47.049999,46.45237,462500.0,2021-07-26T00:00:00,ABCB
15,46.66,47.59,46.25,47.330002,46.728817,468000.0,2021-07-27T00:00:00,ABCB
16,48.450001,49.400002,47.599998,48.919998,48.298615,568700.0,2021-07-28T00:00:00,ABCB
17,49.48,49.91,48.900002,49.130001,48.505955,416900.0,2021-07-29T00:00:00,ABCB
18,48.68,49.669998,48.279999,48.610001,47.992558,495000.0,2021-07-30T00:00:00,ABCB
19,48.700001,50.540001,48.220001,48.310001,47.696369,470100.0,2021-08-02T00:00:00,ABCB
20,48.580002,49.0,47.200001,48.759998,48.140652,375300.0,2021-08-03T00:00:00,ABCB
21,47.93,49.02,47.830002,47.889999,47.2817,297100.0,2021-08-04T00:00:00,ABCB
22,48.16,49.209999,48.16,49.16,48.535572,218600.0,2021-08-05T00:00:00,ABCB
23,50.060001,50.580002,49.560001,50.16,49.522869,405500.0,2021-08-06T00:00:00,ABCB
24,49.950001,50.439999,48.459999,49.970001,49.335285,512400.0,2021-08-09T00:00:00,ABCB
25,49.91,50.82,49.66,50.52,49.878296,1362000.0,2021-08-10T00:00:00,ABCB
26,50.759998,51.439999,49.93,51.310001,50.658264,386400.0,2021-08-11T00:00:00,ABCB
27,50.66,51.459999,50.66,50.990002,50.342327,331600.0,2021-08-12T00:00:00,ABCB
28,51.169998,51.25,50.18,50.43,49.789444,220300.0,2021-08-13T00:00:00,ABCB
29,49.900002,50.490002,49.290001,50.150002,49.513,237200.0,2021-08-16T00:00:00,ABCB
30,49.639999,50.02,48.73,49.07,48.446716,268500.0,2021-08-17T00:00:00,ABCB
31,48.98,49.700001,48.529999,48.599998,47.982685,287000.0,2021-08-18T00:00:00,ABCB
32,47.970001,48.400002,47.130001,47.450001,46.847294,335100.0,2021-08-19T00:00:00,ABCB
33,47.290001,48.41,47.279999,48.32,47.706245,200100.0,2021-08-20T00:00:00,ABCB
34,48.779999,49.040001,48.459999,48.790001,48.170273,184100.0,2021-08-23T00:00:00,ABCB
35,48.889999,49.41,48.73,49.18,48.555317,172700.0,2021-08-24T00:00:00,ABCB
36,49.279999,50.119999,49.279999,49.330002,48.703415,208800.0,2021-08-25T00:00:00,ABCB
37,49.5,50.040001,48.369999,48.43,47.814846,214900.0,2021-08-26T00:00:00,ABCB
38,48.700001,50.16,48.700001,50.07,49.434013,299600.0,2021-08-27T00:00:00,ABCB
39,50.0,50.209999,48.610001,48.689999,48.071537,217600.0,2021-08-30T00:00:00,ABCB
40,48.380001,50.110001,48.380001,49.240002,48.614555,290600.0,2021-08-31T00:00:00,ABCB
